id,name,role
948,Джон У Ким,editor
949,Ричард Э. Грант,actor
950,Кэри Киркпатрик,producer
951,Алексей Климушкин,actor
952,Марк Силверштейн,writer
953,Роберто Шэфер,editor
954,Стефани Мартини,actor
955,Вадим Захарченко,actor
956,Жоаким ди Алмейда,actor
957,Рик Маламбри,actor
958,Нина Сазонова,composer
959,Шон Гормли,actor
960,Сэм Фелл,director
961,Владимир Бортко,director
962,Амбруаз Карминати,actor
963,Майкл Д’Иса-Хоган,director
964,Клифтон Пауэлл,actor
965,Ксения Орлова,actor
966,Михаил Гусев,actor
967,Мартин Кулховен,director
968,Игнасио Кукукович,writer
969,Лена Олбрич,producer
970,Аманда Штерс,director
971,Шила Атим,actor
972,Дин Уинтерс,actor
973,Роберт Шварц,producer
974,Деннис Хейсберт,actor
975,Стефен Траск,composer
976,Леонид Зорин,writer
977,Майкл Ваумгартен,writer
978,Эридза Икэда,actor
979,Эркки Астала,producer
980,Анн Парийо,actor
981,Давид Кросс,actor
982,Джулия Кристи,actor
983,Герман Хованов,actor
984,Евгений Антропов,actor
985,Роберт Л. Бейрд,writer
986,Марчин Босак,actor
987,Алек Скарлатос,actor
988,Брэкстон Бьеркен,actor
989,Тьюздей Уэлд,actor
990,Галина Кожакина,actor
991,Вера Виленская,producer
992,Френк Горшин,actor
993,Джанлука Мисити,composer
994,Джон Ходж,writer
995,Коллин Данн,actor
996,Мишель Хазанавичус,writer
997,Келлин Линдсэй,actor
998,Тимоти Уэббер,actor
999,Анарио Мамедов,director
1000,Дешон Вашингтон,actor
1001,Екатерина Шумакова,actor
1002,Хайди Меркофф,writer
1003,Руслан Микаберидзе,actor
1004,Ричи Конрой,writer
1005,Юрий Екельчик,editor
1006,Джилби Гриффин Дэвис,actor
1007,Фелипе Марино,writer
1008,Фёдор Бондарчук,director
1009,Эльпидия Каррильо,actor
1010,Илья Фрэз,director
1011,Александр Молочников,actor
1012,Роберт Дюваль,actor
1013,Розанна,actor
1014,Том Бликер,writer
1015,Нил Хафф,actor
1016,Дон Дэвис,composer
1017,Дженнифер Дэвиссон,producer
1018,Тейлор Лотнер,actor
1019,Артем Маликов,actor
1020,Анфиса Вистингаузен,actor
1021,Arsseni Bultmann,actor
1022,Трип Винсон,producer
1023,Владимир Епископосян,actor
1024,Таха Мохаммади,actor
1025,Станислав Чекан,actor
1026,Кристоф Валь,editor
1027,Ли Чхан-дон,director
1028,Джей Рассел,director
1029,Бруклин Принс,actor
1030,Клэй Кэйтис,director
1031,Абхи Синха,actor
1032,Борис Невзоров,actor
1033,Виталий Голубев,director
1034,Иэн Келли,actor
1035,Вильгельм Гауф,writer
1036,Халфдан И. Нильсен,composer
1037,Стивен Роджерс,writer
1038,Эмилио Эстевес,actor
1039,Анастасия Сланевская,actor
1040,Беттина Бердерлинг,writer
1041,Ли Тхэ-хон,producer
1042,Агустин Альмодовар,producer
1043,Джастин Гартон,actor
1044,Оливер Рабурдин,actor
1045,Алекс Хэйни,director
1046,Никита Дювбанов,actor
1047,Джорджио Мородер,composer
1048,Мирен Ибаргурен,actor
1049,Мэрилин Мэнсон,actor
1050,Вильхельм Бломгрен,actor
1051,Илья Силаев,actor
1052,Уилльям Лео Кили IV,producer
1053,Жорж Александр ван Дам,composer
1054,Дельфин Ле Куртуа,director
1055,Ричард Спейт мл.,actor
1056,Василиса Измайлова,actor
1057,Мэттью Кинг-Ринго,producer
1058,Расмус Видебак,editor
1059,Дэвид Посаментир,director
1060,Мэтт Смит,actor
1061,Карло Саканделидзе,actor
1062,Пол Фишер,director
1063,Майкл Петрони по роману К.С. Льюиса,writer
1064,Оливье Росен,producer
1065,Беате Фраутхольц,writer
1066,Сергей Филиппов,actor
1067,Колин Вуделл,actor
1068,Лар Парк-Линкольн,actor
1069,Николас Хупер,composer
1070,Эндрю Лесни,editor
1071,Габор Погань,editor
1072,Кейт Симсес,actor
1073,Джеффри Деман,actor
1074,Игнат Акрачкков,actor
1075,Адам Вингард,director
1076,Никки Кэтт,actor
1077,Владимир Вайншток,director
1078,Иосиф Хейфиц,writer
1079,Ким У Хен,editor
1080,Лембит Ульфсак,actor
1081,Константин Воробьев,actor
1082,Фади Юзеф,actor
1083,Кристофер Янг,composer
1084,Рене Клеман,director
1085,Ян де Бонт,director
1086,Йонас Блоке,actor
1087,Юко Каида,actor
1088,Дмитрий Зверьков,writer
1089,Владимир Ильин,editor
1090,Марг Хельгенбергер,actor
1091,Анатолий Узденский,actor
1092,Кевин МакНэлли,actor
1093,Варвара Гусинская,actor
1094,Ниа Вардалос,director
1095,Кристофер Данн,actor
1096,Александр Хвыля,actor
1097,Светлана Бондарчук,actor
1098,Эшлин Санчез,actor
1099,Халли Кейт Айзенберг,actor
1100,Джим Уит,writer
1101,Лиззи Франке,producer
1102,Габриела Ачер,actor
1103,Ине Ф. Янсен,actor
1104,Сантьяго Табернеро,director
1105,Елена Юнгер,actor
1106,Глеб Подгородинский,actor
1107,Юрий Победоносцев,director
1108,Ник Гордон,writer
1109,Франсеск Орелья,actor
1110,Андрей Решетин,actor
1111,Карло Буччироссо,actor
1112,Дмитрий Лаленков,actor
1113,Владимир Фридкин,editor
1114,Шафик Ахмад,actor
1115,Стефан Гарнье,editor
1116,Эйприл Смит,actor
1117,Лор Вайссе,producer
1118,Тед Мелфи,writer
1119,Шана Фест,writer
1120,Гиллиан Флинн,writer
1121,Джордан Белфорт,writer
1122,Вивиан Велез,actor
1123,Кэтрин Бигелоу,producer
1124,Давид Моро,director
1125,Кристи Конэуэй,actor
1126,Хейно Мандри,actor
1127,Грэйс Линн Кунг,actor
1128,Шэрон Моррис,actor
1129,Ивер Эунбю Сандемосе,actor
1130,Холт МакКэллани,actor
1131,Роб ЛаДука,director
1132,Патрик Тэнг,actor
1133,Ли Тамахори,director
1134,Джон Лэндис,director
1135,Сарик Андреасян,director
1136,Ди Риис,director
1137,Андра Далто,producer
1138,Дэвид Уиллис,producer
1139,Майкл Бонфильо,director
1140,Даниил Воробьев,actor
1141,Олег Ткачев,actor
1142,Франсуа Фенер,actor
1143,Дункан Кеннеди,writer
1144,Крис Пратт,actor
1145,Татьяна Лаврова,actor
1146,Брэт МакКензи,actor
1147,Джулия Маркези,director
1148,Арндт-Шверинг Сонрей,actor
1149,Сьюзан Сарандон,actor
1150,Эндрю Скотт,actor
1151,Дин Девлин,producer
1152,Пабло Шрайбер,actor
1153,Марк Рудинштейн,actor
1154,Ларс фон Триер,actor
1155,Паола Кальяри,actor
1156,Рауф Кубаев,actor
1157,Даниел Барнз,writer
1158,Майк Майерс,producer
1159,Джон Пог,writer
1160,Оливер Молтман,actor
1161,Винсент Риган,actor
1162,Марк Мерфи,writer
1163,Джеймс Д. Соломон,writer
1164,Валерий Опенкин,actor
1165,Илан Эшкери,composer
1166,Трине Дюрхольм,actor
1167,Сергей Бодров-старший,director
1168,Алексей Бородачев,writer
1169,Яна Мицула,actor
1170,Андрей Стоянов,actor
1171,Вадим Цаллати,actor
1172,Леа Мисиус,writer
1173,Михаил Щетинин,actor
1174,Деклан Миле-Хауэлл,actor
1175,Фрэнк Пирсон,director
1176,Марк Румянцев,actor
1177,Джеймс Си,actor
1178,Сильви Дантон,producer
1179,Таная Битти,actor
1180,Михаил Месхи,actor
1181,Маттье Вартер,actor
1182,Евгений Руман,writer
1183,Майкл Шоуолтер,actor
1184,Марк Хиллефельд,writer
1185,Дэйв Филони,director
1186,Луиз Лемойн Торрес,actor
1187,Сергей Бодров – мл.,director
1188,Петр Носов,director
1189,Билл Хантер,actor
1190,Ян Алабушев,actor
1191,Уши Глас,actor
1192,Олег Шейнцис,actor
1193,Рик Джей Глен,actor
1194,Валерий Соловьев,actor
